index,type,lattice_type,n_variants,ag,al,au,co,cr,cu,fe,ir,mn,mo,ni,os,pd,pt,re,rh,ru,ti,v,w,zn
1921,ternary,bcc,3,0.359375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.390625,0.000000,0.000000
1922,ternary,bcc,3,0.343750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.156250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000
1923,ternary,fcc,3,0.671875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.203125,0.000000,0.000000
1924,ternary,fcc,3,0.000000,0.000000,0.281250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.218750,0.000000,0.000000
1925,ternary,fcc,3,0.000000,0.000000,0.562500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.265625,0.000000,0.000000,0.171875,0.000000,0.000000
1926,ternary,fcc,3,0.000000,0.000000,0.359375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.390625,0.000000,0.000000
1927,ternary,fcc,3,0.000000,0.000000,0.531250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.140625,0.000000,0.000000,0.328125,0.000000,0.000000
1928,ternary,fcc,3,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.390625,0.000000,0.359375,0.000000,0.000000,0.000000,0.000000,0.000000
1929,ternary,fcc,3,0.000000,0.000000,0.000000,0.203125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.328125,0.000000,0.468750,0.000000,0.000000,0.000000,0.000000,0.000000
1930,ternary,fcc,3,0.000000,0.000000,0.000000,0.359375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.390625,0.000000,0.000000,0.000000,0.000000,0.000000
1931,ternary,fcc,3,0.000000,0.000000,0.000000,0.390625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.171875,0.000000,0.437500,0.000000,0.000000,0.000000,0.000000,0.000000
1932,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.312500,0.000000,0.406250,0.000000,0.000000,0.281250,0.000000,0.000000,0.000000
1933,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.468750,0.000000,0.234375,0.000000,0.000000,0.296875,0.000000,0.000000,0.000000
1934,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.468750,0.000000,0.234375,0.000000,0.000000,0.296875,0.000000,0.000000,0.000000
1935,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.390625,0.000000,0.265625,0.000000,0.000000,0.343750,0.000000,0.000000,0.000000
1936,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.156250,0.000000,0.546875,0.000000,0.000000,0.296875,0.000000,0.000000,0.000000
1937,ternary,bcc,3,0.000000,0.000000,0.171875,0.000000,0.562500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.265625
1938,ternary,fcc,3,0.000000,0.000000,0.421875,0.000000,0.078125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000
1939,ternary,hcp,3,0.000000,0.000000,0.421875,0.000000,0.078125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000
1940,ternary,fcc,3,0.000000,0.000000,0.406250,0.000000,0.187500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.406250
1941,ternary,hcp,3,0.000000,0.000000,0.406250,0.000000,0.187500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.406250
1942,ternary,fcc,3,0.000000,0.000000,0.625000,0.000000,0.187500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.187500
1943,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.281250,0.000000,0.000000,0.000000,0.468750,0.000000,0.000000,0.000000
1944,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.390625,0.000000,0.265625,0.000000,0.000000,0.000000,0.343750,0.000000,0.000000,0.000000
1945,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.296875,0.000000,0.000000,0.000000,0.203125,0.000000,0.000000,0.000000
1946,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.234375,0.000000,0.312500,0.000000,0.000000,0.000000,0.453125,0.000000,0.000000,0.000000
1947,ternary,fcc,3,0.203125,0.000000,0.000000,0.500000,0.000000,0.296875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1948,ternary,hcp,3,0.203125,0.000000,0.000000,0.500000,0.000000,0.296875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1949,ternary,hcp,3,0.171875,0.000000,0.000000,0.578125,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1950,ternary,fcc,3,0.203125,0.000000,0.000000,0.343750,0.000000,0.453125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1951,ternary,fcc,3,0.546875,0.000000,0.000000,0.078125,0.000000,0.375000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1952,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.390625,0.000000,0.000000,0.000000,0.000000,0.375000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.234375
1953,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.406250,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.093750
1954,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.093750,0.000000,0.000000,0.000000,0.000000,0.406250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000
1955,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.093750,0.000000,0.000000,0.000000,0.000000,0.406250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000
1956,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.359375,0.000000,0.000000,0.000000,0.000000,0.109375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531250
1957,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.359375,0.000000,0.000000,0.000000,0.000000,0.109375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531250
1958,ternary,hcp,3,0.328125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.218750,0.000000,0.000000,0.000000,0.000000,0.453125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1959,ternary,fcc,3,0.484375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.265625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1960,ternary,fcc,3,0.484375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.375000,0.000000,0.000000,0.000000,0.000000,0.140625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1961,ternary,fcc,3,0.437500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.265625,0.000000,0.000000,0.000000,0.000000,0.296875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1962,ternary,fcc,3,0.000000,0.000000,0.000000,0.125000,0.000000,0.531250,0.343750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1963,ternary,hcp,3,0.000000,0.000000,0.000000,0.531250,0.000000,0.171875,0.296875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1964,ternary,hcp,3,0.000000,0.000000,0.000000,0.437500,0.000000,0.250000,0.312500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1965,ternary,hcp,3,0.000000,0.000000,0.000000,0.390625,0.000000,0.140625,0.468750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1966,ternary,bcc,3,0.000000,0.000000,0.000000,0.390625,0.000000,0.140625,0.468750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1967,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.281250,0.000000,0.000000,0.000000,0.406250,0.312500,0.000000,0.000000,0.000000
1968,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.109375,0.000000,0.000000,0.000000,0.328125,0.562500,0.000000,0.000000,0.000000
1969,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.343750,0.000000,0.000000,0.000000,0.312500,0.343750,0.000000,0.000000,0.000000
1970,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.125000,0.000000,0.000000,0.000000,0.796875,0.078125,0.000000,0.000000,0.000000
1971,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.187500,0.000000,0.000000,0.000000,0.000000,0.312500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1972,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.078125,0.000000,0.484375,0.000000,0.000000,0.000000,0.000000,0.437500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1973,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.609375,0.000000,0.109375,0.000000,0.000000,0.000000,0.000000,0.281250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1974,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.343750,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.156250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1975,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.109375,0.000000,0.000000,0.000000,0.234375,0.656250,0.000000,0.000000,0.000000,0.000000
1976,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.312500,0.000000,0.000000,0.000000,0.359375,0.328125,0.000000,0.000000,0.000000,0.000000
1977,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.500000,0.250000,0.000000,0.000000,0.000000,0.000000
1978,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.500000,0.250000,0.000000,0.000000,0.000000,0.000000
1979,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531250,0.000000,0.000000,0.000000,0.156250,0.312500,0.000000,0.000000,0.000000,0.000000
1980,ternary,fcc,3,0.375000,0.000000,0.187500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.437500,0.000000,0.000000,0.000000,0.000000,0.000000
1981,ternary,fcc,3,0.359375,0.000000,0.156250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.484375,0.000000,0.000000,0.000000,0.000000,0.000000
1982,ternary,fcc,3,0.171875,0.000000,0.109375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.718750,0.000000,0.000000,0.000000,0.000000,0.000000
1983,ternary,fcc,3,0.203125,0.000000,0.265625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531250,0.000000,0.000000,0.000000,0.000000,0.000000
1984,ternary,bcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.406250,0.250000,0.000000,0.343750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1985,ternary,bcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.468750,0.250000,0.000000,0.281250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1986,ternary,bcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.359375,0.406250,0.000000,0.234375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1987,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.359375,0.078125,0.000000,0.562500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1988,ternary,fcc,3,0.000000,0.328125,0.000000,0.000000,0.000000,0.000000,0.000000,0.187500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.484375,0.000000,0.000000,0.000000,0.000000,0.000000
1989,ternary,fcc,3,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.468750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.281250,0.000000,0.000000,0.000000,0.000000,0.000000
1990,ternary,fcc,3,0.000000,0.171875,0.000000,0.000000,0.000000,0.000000,0.000000,0.265625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.562500,0.000000,0.000000,0.000000,0.000000,0.000000
1991,ternary,fcc,3,0.000000,0.359375,0.000000,0.000000,0.000000,0.000000,0.000000,0.281250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.359375,0.000000,0.000000,0.000000,0.000000,0.000000
1992,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.406250,0.000000,0.000000,0.156250,0.000000,0.000000,0.000000,0.000000,0.437500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1993,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.437500,0.000000,0.000000,0.453125,0.000000,0.000000,0.000000,0.000000,0.109375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1994,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.328125,0.000000,0.000000,0.296875,0.000000,0.000000,0.000000,0.000000,0.375000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1995,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.375000,0.000000,0.000000,0.312500,0.000000,0.000000,0.000000,0.000000,0.312500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1996,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.125000,0.000000,0.000000,0.234375,0.000000,0.640625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1997,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.421875,0.000000,0.000000,0.218750,0.000000,0.359375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1998,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.281250,0.000000,0.000000,0.359375,0.000000,0.359375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1999,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.281250,0.000000,0.000000,0.375000,0.000000,0.343750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2000,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.234375,0.000000,0.000000,0.000000,0.203125,0.000000,0.000000,0.562500,0.000000,0.000000,0.000000,0.000000
2001,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.203125,0.000000,0.000000,0.000000,0.312500,0.000000,0.000000,0.484375,0.000000,0.000000,0.000000,0.000000
2002,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.375000,0.000000,0.000000,0.000000,0.359375,0.000000,0.000000,0.265625,0.000000,0.000000,0.000000,0.000000
2003,ternary,bcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.375000,0.000000,0.000000,0.000000,0.359375,0.000000,0.000000,0.265625,0.000000,0.000000,0.000000,0.000000
2004,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.218750,0.000000,0.000000,0.000000,0.140625,0.000000,0.000000,0.640625,0.000000,0.000000,0.000000,0.000000
2005,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.156250,0.000000,0.343750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000
2006,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.156250,0.000000,0.343750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000
2007,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.531250,0.000000,0.343750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.125000
2008,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.625000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.125000
2009,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.296875,0.000000,0.375000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.328125
2010,ternary,hcp,3,0.000000,0.000000,0.000000,0.609375,0.093750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.296875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2011,ternary,fcc,3,0.000000,0.000000,0.000000,0.328125,0.203125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.468750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2012,ternary,hcp,3,0.000000,0.000000,0.000000,0.421875,0.468750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.109375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2013,ternary,bcc,3,0.000000,0.000000,0.000000,0.421875,0.468750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.109375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2014,ternary,hcp,3,0.000000,0.000000,0.000000,0.328125,0.406250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.265625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2015,ternary,bcc,3,0.000000,0.000000,0.000000,0.328125,0.406250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.265625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2016,ternary,hcp,3,0.000000,0.000000,0.000000,0.578125,0.000000,0.218750,0.000000,0.000000,0.000000,0.000000,0.000000,0.203125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017,ternary,fcc,3,0.000000,0.000000,0.000000,0.375000,0.000000,0.546875,0.000000,0.000000,0.000000,0.000000,0.000000,0.078125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018,ternary,hcp,3,0.000000,0.000000,0.000000,0.375000,0.000000,0.546875,0.000000,0.000000,0.000000,0.000000,0.000000,0.078125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2019,ternary,hcp,3,0.000000,0.000000,0.000000,0.281250,0.000000,0.343750,0.000000,0.000000,0.000000,0.000000,0.000000,0.375000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2020,ternary,hcp,3,0.000000,0.000000,0.000000,0.187500,0.000000,0.406250,0.000000,0.000000,0.000000,0.000000,0.000000,0.406250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.343750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.156250
2022,ternary,hcp,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.328125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.109375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.562500
2023,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.140625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.421875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.437500
2024,ternary,fcc,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.421875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.406250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.171875
2025,ternary,fcc,3,0.000000,0.000000,0.000000,0.265625,0.000000,0.000000,0.000000,0.421875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.312500,0.000000,0.000000,0.000000,0.000000,0.000000
2026,ternary,hcp,3,0.000000,0.000000,0.000000,0.562500,0.000000,0.000000,0.000000,0.218750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.218750,0.000000,0.000000,0.000000,0.000000,0.000000
2027,ternary,fcc,3,0.000000,0.000000,0.000000,0.156250,0.000000,0.000000,0.000000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.093750,0.000000,0.000000,0.000000,0.000000,0.000000
2028,ternary,fcc,3,0.000000,0.000000,0.000000,0.328125,0.000000,0.000000,0.000000,0.343750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.328125,0.000000,0.000000,0.000000,0.000000,0.000000
2029,ternary,fcc,3,0.000000,0.312500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.218750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.468750
2030,ternary,hcp,3,0.000000,0.312500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.218750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.468750
2031,ternary,fcc,3,0.000000,0.484375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.234375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.281250
2032,ternary,fcc,3,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.375000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.375000
2033,ternary,fcc,3,0.000000,0.546875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.343750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.109375
2034,ternary,fcc,3,0.000000,0.156250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.343750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2035,ternary,bcc,3,0.000000,0.156250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.343750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2036,ternary,fcc,3,0.000000,0.453125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.453125,0.000000,0.093750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2037,ternary,bcc,3,0.000000,0.453125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.453125,0.000000,0.093750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2038,ternary,fcc,3,0.000000,0.375000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.140625,0.000000,0.484375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
